,job_title,company,job_location,country,location_type,skills,job_link,employment_type
5088,"Summer Intern, Data Analytics",BlueCross BlueShield of South Carolina,"south carolina, united states",United States,International,"['organizational skills', 'data analysis', 'critical thinking', 'communication', 'attention to detail', 'training']",https://www.linkedin.com/jobs/view/summer-intern-data-analytics-at-bluecross-blueshield-of-south-carolina-3767309281?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=Y2oHbk06KLrJGzDsLngAUg%3D%3D&position=5&pageNum=12&trk=public_jobs_jserp-result_search-card,Part-time
5089,Data Analytics Intern,B. Braun Medical Inc. (US),"center valley, pa",United States,International,"['database management', 'sql', 'business intelligence', 'data analysis', 'excel', 'gpa', 'tableau', 'training', 'leadership']",https://www.linkedin.com/jobs/view/data-analytics-intern-at-b-braun-medical-inc-us-3779646196?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=N4MoxDakIgX2nsOrUSEZdw%3D%3D&position=6&pageNum=12&trk=public_jobs_jserp-result_search-card,Full-time
5090,"Senior Data Scientist, Machine Learning",SoFi,"salt lake city, ut",United States,International,"['clustering', 'san', 'sql', 'monitoring', 'kpi', 'base', 'python', 'decision making', 'unsupervised learning', 'artificial intelligence', 'communication', 'deep learning', 'risk management', 'nosql', 'nlp', 'machine learning', 'statistical modeling', 'regression']",https://www.linkedin.com/jobs/view/senior-data-scientist-machine-learning-at-sofi-3780593909?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=L9fX1MVjjkNyPc2uxoy8Hg%3D%3D&position=7&pageNum=12&trk=public_jobs_jserp-result_search-card,Full-time
5091,Artificial Intelligence Engineer,"DocBox, Inc.","san antonio, tx",United States,International,"['python', 'aws', 'artificial intelligence', 'edge ai', 'c++', 'gcp', 'computer vision', 'feature engineering', 'pytorch', 'java', 'training', 'azure', 'keras', 'collaboration', 'tensorflow', 'machine learning', 'natural language processing', 'communication', 'deep learning', 'ai', 'research', 'knowledge sharing']",https://www.linkedin.com/jobs/view/artificial-intelligence-engineer-at-docbox-inc-3779190182?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=6plgRxhQu6%2BJiXSlyVJujQ%3D%3D&position=8&pageNum=12&trk=public_jobs_jserp-result_search-card,Contract
5092,Software Engineer L4/L5 for Machine Learning,Netflix,united states,United States,International,"['python', 'aws', 'hadoop', 'c++', 'pytorch', 'training', 'java', 'reinforcement learning', 'spark', 'collaboration', 'keras', 'tensorflow', 'machine learning', 'ml', 'data pipeline', 'base', 'excel', 'mentorship', 'communication', 'research']",https://www.linkedin.com/jobs/view/software-engineer-l4-l5-for-machine-learning-at-netflix-3779910498?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=CeAXDWqyHs%2BNiUTtU18lyw%3D%3D&position=9&pageNum=12&trk=public_jobs_jserp-result_search-card,Temporary
5093,Data Scientist (12 Month Roster),"IRS, Office of Chief Counsel","san diego, ca",United States,International,"['python', 'tableau', 'data visualization', 'clustering', 'sql', 'data analysis', 'ide', 'matlab', 'feature engineering', 'predictive analytics', 'training', 'data visualization tools', 'r', 'trend analysis', 'machine learning', 'exploratory data analysis', 'integrated development environment', 'communication', 'security']",https://www.linkedin.com/jobs/view/data-scientist-12-month-roster-at-irs-office-of-chief-counsel-3776640742?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=tm6bA462QjFozgNDC4PPpQ%3D%3D&position=10&pageNum=12&trk=public_jobs_jserp-result_search-card,Full-time
5094,"Intern - Clinical Data Science, Development Systems",BioSpace,"foster city, ca",United States,International,"['sql', 'base', 'teamwork', 'diversity and inclusion', 'data governance', 'etl', 'gpa', 'python', 'aws', 'data visualization tools', 'data lakes', 'tableau', 'data visualization', 'research', 'leadership', 'data warehousing']",https://www.linkedin.com/jobs/view/intern-clinical-data-science-development-systems-at-biospace-3765245072?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=Rn%2FYdqvD%2BSF6bWBSXXoEuw%3D%3D&position=11&pageNum=12&trk=public_jobs_jserp-result_search-card,Contract
5095,Business Information Analyst,Firefly Health,"watertown, ma",United States,International,"['sql', 'team building', 'data analysis', 'presentation skills', 'r', 'python', 'interpersonal skills']",https://www.linkedin.com/jobs/view/business-information-analyst-at-firefly-health-3768806009?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=CYTy6M0rKfMMFrQ4DsrwmA%3D%3D&position=12&pageNum=12&trk=public_jobs_jserp-result_search-card,Full-time
5096,"Scientist, Translational Research","Mozart Therapeutics, Inc","seattle, wa",United States,International,"['data analysis', 'excel', 'research', 'pd']",https://www.linkedin.com/jobs/view/scientist-translational-research-at-mozart-therapeutics-inc-3779685319?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=wMQdLxetZ8R9uUKKYN9o8g%3D%3D&position=13&pageNum=12&trk=public_jobs_jserp-result_search-card,Full-time
5097,"Scientist, Translational Research","Mozart Therapeutics, Inc","seattle, wa",United States,International,"['data analysis', 'excel', 'research', 'pd']",https://www.linkedin.com/jobs/view/data-scientist-at-pop-up-talent-3775971740?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=y%2BdMNOUlSWrq5v8txNBdMw%3D%3D&position=14&pageNum=12&trk=public_jobs_jserp-result_search-card,Internship
5098,Data Scientist (MarTech),Sud Recruiting,united states,United States,International,"['critical thinking', 'python', 'marketing', 'communication', 'deep learning', 'ai', 'training', 'nlp', 'machine learning', 'leadership']",https://www.linkedin.com/jobs/view/data-scientist-martech-at-sud-recruiting-3780543560?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=aZYSt9Vypvl08Nd5u1RZmg%3D%3D&position=15&pageNum=12&trk=public_jobs_jserp-result_search-card,Internship
5099,Data Scientist (MarTech),Sud Recruiting,united states,United States,International,"['critical thinking', 'marketing', 'deep learning', 'ai', 'training', 'nlp', 'machine learning', 'leadership']",https://www.linkedin.com/jobs/view/molecular-scientist-ii-at-freyr-solutions-3781534462?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=0WTpkQNEkyu9DT%2BJWgJp6Q%3D%3D&position=16&pageNum=12&trk=public_jobs_jserp-result_search-card,Internship
5100,Data Analyst,Insight Global,"tampa, fl",United States,International,"['business acumen', 'business intelligence', 'interpersonal skills']",https://www.linkedin.com/jobs/view/data-analyst-at-insight-global-3779262524?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=V%2F%2Fx7LIRofYQecpnR1%2Bg%2FA%3D%3D&position=17&pageNum=12&trk=public_jobs_jserp-result_search-card,Full-time
5101,Data Scientist,BST Global,"tampa, fl",United States,International,"['python', 'artificial intelligence', 'big data', 'nosql', 'sql', 'etl', 'data integration', 'azure', 'r', 'analytical skills', 'keras', 'graph databases', 'classification', 'tensorflow', 'bi', 'machine learning', 'agile', 'ml', 'business intelligence', 'data pipeline', 'cd', 'communication', 'power bi', 'research', 'git']",https://www.linkedin.com/jobs/view/data-scientist-at-bst-global-3770676645?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=O8swBPgeSACDQS%2BjC2yJUw%3D%3D&position=18&pageNum=12&trk=public_jobs_jserp-result_search-card,Internship
5102,"Head of Applied Research, AI",kadence,new york city metropolitan area,United States,International,"['research', 'base', 'natural language processing', 'communication', 'ai', 'nlp', 'machine learning', 'leadership', 'interpersonal skills']",https://www.linkedin.com/jobs/view/head-of-applied-research-ai-at-kadence-3771727671?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=WAXhezUrDnw0VPN%2B9lXxaA%3D%3D&position=19&pageNum=12&trk=public_jobs_jserp-result_search-card,Part-time
5103,AI Architect,PETADATA,"san francisco, ca",United States,International,"['agile methodology', 'agile', 'r', 'computer vision', 'python', 'artificial intelligence', 'marketing', 'natural language processing', 'predictive modeling', 'pytorch', 'deep learning', 'keras', 'go', 'ai', 'tensorflow', 'machine learning', 'san']",https://www.linkedin.com/jobs/view/ai-architect-at-petadata-3779296359?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=JFNtSnABPVODiAs%2FXyrCGg%3D%3D&position=20&pageNum=12&trk=public_jobs_jserp-result_search-card,Full-time
5104,Healthcare Data Analyst,Pasito,united states,United States,International,"['analytical skills', 'sales', 'marketing', 'predictive modeling', 'communication', 'data visualization', 'ai', 'machine learning', 'data visualization tools', 'interpersonal skills']",https://www.linkedin.com/jobs/view/healthcare-data-analyst-at-pasito-3767239151?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=hMal5eztpOOb601MF0Ndgg%3D%3D&position=21&pageNum=12&trk=public_jobs_jserp-result_search-card,Temporary
5105,Healthcare Data Analyst,Pasito,united states,United States,International,"['analytical skills', 'sales', 'marketing', 'predictive modeling', 'communication', 'data visualization', 'ai', 'machine learning', 'data visualization tools']",https://www.linkedin.com/jobs/view/healthcare-data-analyst-at-pasito-3767238322?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=73p%2FGU1SSnMq11xjnlrbWw%3D%3D&position=22&pageNum=12&trk=public_jobs_jserp-result_search-card,Internship
5106,Healthcare Data Analyst,Pasito,united states,United States,International,"['analytical skills', 'sales', 'marketing', 'predictive modeling', 'communication', 'data visualization', 'ai', 'machine learning', 'data visualization tools', 'interpersonal skills']",https://www.linkedin.com/jobs/view/healthcare-data-analyst-at-pasito-3767236550?refId=fp5ZV9oMWGse51O6GGTuTA%3D%3D&trackingId=KjwwYklynzGsrb2Fh7YxjQ%3D%3D&position=23&pageNum=12&trk=public_jobs_jserp-result_search-card,Contract
5107,Healthcare Data Analyst,Pasito,united states,United States,International,"['analytical skills', 'sales', 'marketing', 'predictive modeling', 'communication', 'data visualization', 'ai', 'machine learning', 'data visualization tools', 'interpersonal skills']",https://www.linkedin.com/jobs/view/healthcare-data-analyst-at-pasito-3767236548?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=qpMxSN3SKYvMs14efh12PA%3D%3D&position=1&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
5108,Healthcare Data Analyst,Pasito,united states,United States,International,"['analytical skills', 'sales', 'marketing', 'predictive modeling', 'communication', 'data visualization', 'ai', 'machine learning', 'data visualization tools', 'interpersonal skills']",https://www.linkedin.com/jobs/view/healthcare-data-analyst-at-pasito-3767235695?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=nRMhxYMpQmbaq0ApQaOGdQ%3D%3D&position=2&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
5109,Data Analyst,System Soft Technologies,"fort worth, tx",United States,International,"['data visualization', 'power bi', 'teamwork', 'r', 'analytical skills', 'python', 'excel', 'predictive modeling', 'communication', 'data integration', 'attention to detail', 'predictive analytics', 'bi', 'machine learning']",https://www.linkedin.com/jobs/view/data-analyst-at-system-soft-technologies-3779245797?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=KHGanFfvdJarHChhiZclnA%3D%3D&position=3&pageNum=13&trk=public_jobs_jserp-result_search-card,Temporary
5110,Research Associate,R&D Partners,"oceanside, ca",United States,International,"['data analysis', 'excel', 'communication', 'research', 'san', 'interpersonal skills']",https://www.linkedin.com/jobs/view/research-associate-at-r-d-partners-3771399910?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=I%2FavyqMrKn3GvfiY9Z3dhA%3D%3D&position=4&pageNum=13&trk=public_jobs_jserp-result_search-card,Internship
5111,Data Scientist,Inclusively,"irving, tx",United States,International,"['sql', 'kpi', 'r', 'sales', 'python', 'marketing', 'api', 'collaboration', 'communication', 'training', 'statistical analysis']",https://www.linkedin.com/jobs/view/data-scientist-at-inclusively-3780544263?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=TniAhDusKLXDhWP0Bwn7AA%3D%3D&position=5&pageNum=13&trk=public_jobs_jserp-result_search-card,Temporary
5112,Data & Analytics- Energy (Oil & Gas)/Manufacturing,LTIMindtree,"texas, united states",United States,International,"['business intelligence', 'relationship building', 'gcp', 'salesforce', 'sales', 'internet of things', 'artificial intelligence', 'marketing', 'aws', 'spark', 'tableau', 'data integration', 'sales strategy']",https://www.linkedin.com/jobs/view/data-analytics-energy-oil-gas-manufacturing-at-ltimindtree-3766698851?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=7mr9sfpj4WDq1R5VT8opMw%3D%3D&position=6&pageNum=13&trk=public_jobs_jserp-result_search-card,Internship
5113,Machine Learning Engineer,Adobe,"san jose, ca",United States,International,"['ml', 'gpu', 'base', 'critical thinking', 'computer vision', 'python', 'sales', 'pytorch', 'resource management', 'orchestration', 'communication', 'ai', 'machine learning']",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-adobe-3779264989?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=7wvnueb5uQJUD78clm4hYQ%3D%3D&position=7&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
5114,Machine Learning Engineer,Adobe,"san jose, ca",United States,International,"['ml', 'gpu', 'base', 'critical thinking', 'computer vision', 'python', 'sales', 'pytorch', 'communication', 'orchestration', 'ai', 'machine learning']",https://www.linkedin.com/jobs/view/ai-ml-engineer-at-twinn-intelligence-group-3769835341?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=9pVy9zyKKCpy02MpR8EO8A%3D%3D&position=8&pageNum=13&trk=public_jobs_jserp-result_search-card,Internship
5115,Data Analyst,Elder Research,"tampa, fl",United States,International,"['sql', 'javascript', 'data analysis', 'c++', 'r', 'teamwork', 'python', 'go', 'cd', 'automation', 'predictive analytics', 'process improvement', 'research', 'leadership']",https://www.linkedin.com/jobs/view/data-analyst-at-elder-research-3768346446?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=14Bi%2FbVw6hvKpGF8ZgJh6w%3D%3D&position=9&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
5116,"Machine Learning Engineer, R&D Product",VERSES,united states,United States,International,"['python', 'artificial intelligence', 'pandas', 'nosql', 'leadership', 'interpersonal skills', 'sql', 'pytorch', 'nlp', 'keras', 'collaboration', 'assertiveness', 'classification', 'tensorflow', 'machine learning', 'operating system', 'nosql databases', 'ml', 'base', 'numpy', 'mentorship', 'communication', 'ai', 'research', 'san']",https://www.linkedin.com/jobs/view/machine-learning-engineer-r-d-product-at-verses-3764687576?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=OdxS6NIyRLJKE8X7AqCPLQ%3D%3D&position=10&pageNum=13&trk=public_jobs_jserp-result_search-card,Internship
5117,Data Science Research Specialist,"Wawa, Inc.","wawa, pa",United States,International,"['hyperparameter optimization', 'python', 'aws', 'support vector machines', 'big data', 'hadoop', 'clustering', 'organizational skills', 'sql', 'project management', 'neural networks', 'amazon web services', 'attention to detail', 'training', 'decision making', 'spark', 'time series analysis', 'bi', 'machine learning', 'decision trees', 'regression', 'ml', 'business intelligence', 'business acumen', 'ai', 'research', 'statistical analysis']",https://www.linkedin.com/jobs/view/data-science-research-specialist-at-wawa-inc-3780452455?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=9DDAiNs1ZQn6popMDCqf4A%3D%3D&position=11&pageNum=13&trk=public_jobs_jserp-result_search-card,Temporary
5118,Bioinformatics Engineer,BioPhase,"san diego, ca",United States,International,"['database management', 'azure', 'version control', 'javascript', 'data analysis', 'gcp', 'python', 'aws', 'git']",https://www.linkedin.com/jobs/view/bioinformatics-engineer-at-biophase-3776636874?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=UJbCbU6vtW9YLyOjSk7jnQ%3D%3D&position=12&pageNum=13&trk=public_jobs_jserp-result_search-card,Contract
5119,Data Analyst,Valera Health,"brooklyn, ny",United States,International,"['python', 'aws', 'api', 'serverless', 'tableau', 'leadership', 'organizational skills', 'jira', 'sql', 'json', 'data analysis', 'training', 'version control', 'teamwork', 'marketing', 'bi', 'agile', 'business development', 'excel', 'automation']",https://www.linkedin.com/jobs/view/data-analyst-at-valera-health-3770510915?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=bnYxQrHy%2F7JIzVaikhO3gA%3D%3D&position=13&pageNum=13&trk=public_jobs_jserp-result_search-card,Internship
5120,"Senior Data Scientist, Pricing & Promotions",Petco,united states,United States,International,"['customer service', 'exploratory data analysis', 'ml', 'sql', 'data analysis', 'r', 'python', 'sales', 'communication', 'deep learning', 'tableau', 'classification', 'bi', 'machine learning', 'statistical analysis', 'adaptability']",https://www.linkedin.com/jobs/view/senior-data-scientist-pricing-promotions-at-petco-3767839470?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=Fa%2F36RT51tEm8OGhmWVL7A%3D%3D&position=14&pageNum=13&trk=public_jobs_jserp-result_search-card,Contract
5121,Senior Data Science Analyst,Cognitiv,"bellevue, wa",United States,International,"['sql', 'business intelligence', 'base', 'python', 'artificial intelligence', 'marketing', 'collaboration', 'communication', 'deep learning', 'tableau', 'big data', 'scripting', 'predictive analytics', 'machine learning', 'leadership']",https://www.linkedin.com/jobs/view/senior-data-science-analyst-at-cognitiv-3742234671?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=H2EeRhfACe512SRYg1Zu%2FA%3D%3D&position=15&pageNum=13&trk=public_jobs_jserp-result_search-card,Temporary
5122,AI Engineer,Sanofi,"cambridge, ma",United States,International,"['version control', 'ml', 'research', 'gpu', 'diversity and inclusion', 'code quality', 'computer vision', 'python', 'artificial intelligence', 'cd', 'sa', 'pytorch', 'deep learning', 'ai', 'tensorflow', 'machine learning']",https://www.linkedin.com/jobs/view/ai-engineer-at-sanofi-3767404998?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=v2wdnkYuxsFqloLeyfR8YQ%3D%3D&position=16&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
5123,Machine Learning Developer,MindPal,"cleveland, oh",United States,International,"['communication', 'machine learning']",https://www.linkedin.com/jobs/view/machine-learning-developer-at-mindpal-3765317394?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=vSMedLENMN%2FWgmuGXHBz5Q%3D%3D&position=17&pageNum=13&trk=public_jobs_jserp-result_search-card,Internship
5124,Data Scientist,Emerson,"marshalltown, ia",United States,International,"['python', 'aws', 'tableau', 'data visualization', 'hadoop', 'leadership', 'sql', 'project management', 'data analysis', 'creativity', 'go', 'attention to detail', 'data cleaning', 'java', 'training', 'data visualization tools', 'coaching', 'r', 'analytical skills', 'collaboration', 'bi', 'machine learning', 'exploratory data analysis', 'employee development', 'mentorship', 'communication', 'security', 'automation', 'ai', 'monitoring', 'power bi']",https://www.linkedin.com/jobs/view/data-scientist-at-emerson-3768441987?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=b3iguWgNfUr%2BikarnmMnUg%3D%3D&position=18&pageNum=13&trk=public_jobs_jserp-result_search-card,Contract
5125,Data Scientist,Emerson,"marshalltown, ia",United States,International,"['python', 'tableau', 'data visualization', 'hadoop', 'leadership', 'sql', 'project management', 'data analysis', 'creativity', 'go', 'data cleaning', 'java', 'training', 'data visualization tools', 'coaching', 'r', 'analytical skills', 'collaboration', 'bi', 'machine learning', 'exploratory data analysis', 'employee development', 'mentorship', 'communication', 'security', 'automation', 'ai', 'monitoring', 'power bi']",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-cloudflare-3768801806?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=eU901zdhHPWMhb1rEI4JUw%3D%3D&position=19&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
5126,"Data Analyst, Marketing Strategy & Operations",HubSpot,united states,United States,International,"['stakeholder management', 'python', 'hypothesis testing', 'leadership', 'sql', 'saas', 'json', 'project management', 'analytical skills', 'r', 'sales', 'decision making', 'marketing', 'influencing', 'strategic planning', 'business intelligence', 'base', 'google sheets', 'excel', 'change management', 'marketing strategy', 'communication', 'research']",https://www.linkedin.com/jobs/view/data-analyst-marketing-strategy-operations-at-hubspot-3780828489?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=gxFk8g1ivyCi7v0ymITUZQ%3D%3D&position=20&pageNum=13&trk=public_jobs_jserp-result_search-card,Contract
5127,VP Data Science & Research,WhatsApp,"menlo park, ca",United States,International,"['machine learning', 'virtual reality', 'artificial intelligence', 'go', 'collaboration', 'communication', 'strategic thinking', 'influencing', 'research', 'leadership']",https://www.linkedin.com/jobs/view/vp-data-science-research-at-whatsapp-3760975196?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=F2fa6Rm5FccKJpEs5IB%2BmQ%3D%3D&position=21&pageNum=13&trk=public_jobs_jserp-result_search-card,Internship
5128,Artificial Intelligence Intern,Cerebrone.ai,"charlotte, nc",United States,International,"['ml', 'teamwork', 'artificial intelligence', 'collaboration', 'communication', 'ai', 'research', 'collaboration tools']",https://www.linkedin.com/jobs/view/artificial-intelligence-intern-at-cerebrone-ai-3776600518?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=caJPaBtGAvQUKJjltsBFhA%3D%3D&position=22&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
5129,Data Analyst,Black Peak Talent,"milwaukee, wi",United States,International,"['data analysis', 'bi', 'ai', 'excel', 'communication', 'data cleaning', 'automation', 'data visualization', 'tableau', 'power bi', 'data visualization tools']",https://www.linkedin.com/jobs/view/data-analyst-at-black-peak-talent-3767611847?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=1jXV%2BfXms8v5UybhL402%2BA%3D%3D&position=23&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
5130,Associate Scientist,Advanced Bio-Logic Solutions Corp.,"thousand oaks, ca",United States,International,"['data analysis', 'communication']",https://www.linkedin.com/jobs/view/associate-scientist-at-advanced-bio-logic-solutions-corp-3767845049?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=JON1K4VXRvaOYtE8wxNP%2Bg%3D%3D&position=24&pageNum=13&trk=public_jobs_jserp-result_search-card,Part-time
5131,Data Analyst,VC3,united states,United States,International,"['power bi', 'sql', 'data analysis', 'kpi', 'bi', 'teamwork', 'data governance', 'change management', 'decision making', 'etl', 'go', 'collaboration', 'communication', 'data visualization', 'training', 'mentoring']",https://www.linkedin.com/jobs/view/data-analyst-at-vc3-3775908109?refId=pcSkSd98Ke8aQb9o61so3w%3D%3D&trackingId=DdJcNTsQzjIqvTUB7SoF%2Bg%3D%3D&position=25&pageNum=13&trk=public_jobs_jserp-result_search-card,Internship
5132,"Intern, Data Science",NRG Energy,"houston, tx",United States,International,"['customer service', 'gpa', 'customer acquisition', 'marketing', 'machine learning', 'statistical modeling']",https://www.linkedin.com/jobs/view/intern-data-science-at-nrg-energy-3780445828?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=0ZYiIvcTfZDHg%2Fd90quPmg%3D%3D&position=1&pageNum=14&trk=public_jobs_jserp-result_search-card,Internship
5133,Data Scientist,Barbaricum,united states,United States,International,"['python', 'aws', 'data visualization', 'nosql', 'jira', 'html', 'sql', 'computer vision', 'nlp', 'data visualization tools', 'r', 'spark', 'collaboration', 'predictive modeling', 'css', 'nosql databases', 'ml', 'javascript', 'natural language processing', 'cd', 'security', 'ai', 'research']",https://www.linkedin.com/jobs/view/data-scientist-at-barbaricum-3768671663?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=u0p7gvs2aNQw%2FuSfyTyaBg%3D%3D&position=2&pageNum=14&trk=public_jobs_jserp-result_search-card,Full-time
5134,AI/ML Cognitive Engineer,Quadrant Technologies,"redmond, wa",United States,International,"['azure', 'cli', 'critical thinking', 'iot', 'security', 'communication', 'automation', 'java', 'data integration', 'leadership']",https://www.linkedin.com/jobs/view/ai-ml-cognitive-engineer-at-quadrant-technologies-3780463204?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=QNMpzQuR2gz%2FjAlcPtvjEQ%3D%3D&position=3&pageNum=14&trk=public_jobs_jserp-result_search-card,Internship
5135,Internship - Data Science and Analytics,ASML,"austin, tx",United States,International,"['power bi', 'diversity and inclusion', 'python', 'excel', 'communication', 'tableau', 'automation', 'attention to detail', 'bi', 'san']",https://www.linkedin.com/jobs/view/internship-data-science-and-analytics-at-asml-3771696581?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=N%2BtxAulVV1Skn%2FgkeIL4tQ%3D%3D&position=4&pageNum=14&trk=public_jobs_jserp-result_search-card,Temporary
5136,"Software Engineer, Platform Data Science",Terray Therapeutics,"monrovia, ca",United States,International,"['sql', 'numpy', 'python', 'aws', 'workflow management', 'pandas', 'automation', 'ai']",https://www.linkedin.com/jobs/view/software-engineer-platform-data-science-at-terray-therapeutics-3740539959?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=PkJ3%2Blp7jkWPYFvGtot65A%3D%3D&position=5&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
5137,"Data Science Intern, Algorithms (2024)",Lyft,"san francisco, ca",United States,International,"['san', 'exploratory data analysis', 'ml', 'sql', 'data analysis', 'research', 'r', 'numpy', 'python', 'decision making', 'feature engineering', 'keras', 'pytorch', 'tensorflow', 'machine learning', 'statistical modeling']",https://www.linkedin.com/jobs/view/data-science-intern-algorithms-2024-at-lyft-3737838999?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=5RGHKq6J8w%2FqR9as7QLPdg%3D%3D&position=6&pageNum=14&trk=public_jobs_jserp-result_search-card,Part-time
5138,Machine Learning Engineer,Replicate,"san francisco, ca",United States,International,"['ml', 'gpu', 'communication', 'ai', 'machine learning']",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-replicate-3779659735?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=LeqLoG7tsJ9gLOcszCC4qg%3D%3D&position=7&pageNum=14&trk=public_jobs_jserp-result_search-card,Contract
5139,Data Science Analyst,University of Chicago,"chicago, il",United States,International,"['hipaa', 'organizational skills', 'wearable technology', 'numpy', 'cv', 'etl', 'python', 'amazon web services', 'aws', 'linux', 'pandas', 'communication', 'security', 'attention to detail', 'machine learning', 'research']",https://www.linkedin.com/jobs/view/data-science-analyst-at-university-of-chicago-3745467433?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=0NFzmv48WzrI0nAukwvsGg%3D%3D&position=8&pageNum=14&trk=public_jobs_jserp-result_search-card,Internship
5140,Jr Machine Learning Engineer,Noblis,"reston, va",United States,International,"['agile', 'exploratory data analysis', 'javascript', 'data analysis', 'c++', 'python', 'rust', 'pytorch', 'tensorflow', 'java', 'nlp', 'machine learning', 'git']",https://www.linkedin.com/jobs/view/jr-machine-learning-engineer-at-noblis-3775494324?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=I8TSJ1zG1ZeDpisGyskZ5A%3D%3D&position=9&pageNum=14&trk=public_jobs_jserp-result_search-card,Internship
5141,Data Scientist,Tata Consultancy Services,"redmond, wa",United States,International,"['azure', 'sql', 'ml', 'data analysis', 'business acumen', 'analytical skills', 'python', 'excel', 'communication', 'big data', 'bi']",https://www.linkedin.com/jobs/view/data-scientist-at-tata-consultancy-services-3767424953?refId=qSXMDthrbk12yaVY4Peyzg%3D%3D&trackingId=c9dhyELp8dvp7zNMmws8MQ%3D%3D&position=10&pageNum=14&trk=public_jobs_jserp-result_search-card,Part-time
